x,y,z,signal,mito.p
231,727,1,0.161737713531826,1
231,728,1,0.182147808619505,1
231,729,1,0.171876624717702,1
232,715,1,0.293126349255991,2
232,716,1,0.31221843381835,2
232,717,1,0.333846869222115,2
232,718,1,0.33665271088062,2
232,719,1,0.326445675379055,2
232,720,1,0.322641868049602,2
232,721,1,0.30603258473864,2
232,722,1,0.271888860716642,2
232,723,1,0.233261589431135,2
232,726,1,0.17186334624939,1
232,727,1,0.176436291699477,1
232,728,1,0.186828212715941,1
232,729,1,0.166477789038773,1
233,714,1,0.293309110651677,2
233,715,1,0.349466770482335,2
233,716,1,0.351927938396514,2
233,717,1,0.351154257928639,2
233,718,1,0.347558200351155,2
233,719,1,0.342284655027047,2
233,720,1,0.36269493529435,2
233,721,1,0.389086016333317,2
233,722,1,0.392989210656109,2
233,723,1,0.355297619330468,2
233,724,1,0.288147609892835,2
233,725,1,0.238526616492553,2
233,726,1,0.22194848693005,2
233,727,1,0.211015852305262,1
233,728,1,0.187339700622475,1
233,729,1,0.156312887348063,1
234,714,1,0.285534420400506,2
234,715,1,0.353916549696814,2
234,716,1,0.3690874884058,2
234,717,1,0.371062548914812,2
234,718,1,0.382388570417882,2
234,719,1,0.409584834246593,2
234,720,1,0.441903645755653,2
234,721,1,0.468364942550765,2
234,722,1,0.496944084237691,2
234,723,1,0.480320879776192,2
234,724,1,0.400813725118978,2
234,725,1,0.347475152736379,2
234,726,1,0.349329737560787,2
234,727,1,0.325507163260238,2
234,728,1,0.264185649800224,2
234,729,1,0.218005947383679,1
234,730,1,0.174950355934206,1
235,714,1,0.269170162410473,2
235,715,1,0.341814320568653,2
235,716,1,0.391052013933686,2
235,717,1,0.410410430366621,2
235,718,1,0.425976978109373,2
235,719,1,0.484847541213269,2
235,720,1,0.516091700901326,2
235,721,1,0.492550011411192,2
235,722,1,0.495845206564738,2
235,723,1,0.511563863028992,2
235,724,1,0.484076583975156,2
235,725,1,0.455568202690326,2
235,726,1,0.452496878808931,2
235,727,1,0.409455295653346,2
235,728,1,0.347590704821576,2
235,729,1,0.306520500368367,2
235,730,1,0.248738749880229,1
235,731,1,0.180567365888626,1
236,714,1,0.255976528151822,1
236,715,1,0.329858862631663,2
