x,y,z,signal,mito.p
4,683,1,0.278098739575759,2
4,684,1,0.275224468599833,2
4,685,1,0.260724032629556,2
5,680,1,0.288322463029296,2
5,681,1,0.310318686951594,2
5,682,1,0.313734706363153,2
5,683,1,0.365809591207694,2
5,684,1,0.421086144602885,2
5,685,1,0.403611636732419,2
5,686,1,0.32672372803052,2
6,680,1,0.318450643161503,2
6,681,1,0.321034596059123,2
6,682,1,0.303095352690651,2
6,683,1,0.378370564728388,2
6,684,1,0.46051093006313,2
6,685,1,0.432835421368249,2
6,686,1,0.312983312807639,2
7,683,1,0.268432537504628,2
7,684,1,0.332178117596563,2
7,685,1,0.317484223384101,2
8,684,1,0.273477440458045,2
2,678,2,0.301912142038475,1
2,679,2,0.287896114177994,1
4,680,2,0.275885712357356,2
4,681,2,0.290809011444843,2
4,682,2,0.278056910766638,2
4,683,2,0.282040843405369,2
4,684,2,0.277314209760519,2
4,685,2,0.235917893097032,2
4,686,2,0.199877799013181,2
5,679,2,0.241345398938879,2
5,680,2,0.326047277758015,2
5,681,2,0.341681405170503,2
5,682,2,0.326597653385529,2
5,683,2,0.403273694812062,2
5,684,2,0.469117425398183,2
5,685,2,0.414473358454244,2
5,686,2,0.292450770417009,2
5,687,2,0.227291681578513,2
6,679,2,0.271755901746816,2
6,680,2,0.379125836163081,2
6,681,2,0.359874758554386,2
6,682,2,0.309226802532666,2
6,683,2,0.396763214959062,2
6,684,2,0.494127480375173,2
6,685,2,0.444750575504783,2
6,686,2,0.292634577532923,2
6,687,2,0.189632943296703,2
7,680,2,0.254493958298535,2
7,681,2,0.232858181067335,2
7,682,2,0.203180924211789,2
7,683,2,0.261829162838039,2
7,684,2,0.334052636462818,2
7,685,2,0.308368636584702,2
7,686,2,0.225903117616558,2
8,683,2,0.238580667156839,2
8,684,2,0.315325551831717,2
8,685,2,0.275167171845672,2
9,684,2,0.302899149432867,2
1,678,3,0.315017565438725,1
1,679,3,0.290574072966946,2
1,680,3,0.238471694394743,1
1,681,3,0.182416003179237,1
2,677,3,0.230741643325806,1
2,678,3,0.29443652777252,2
2,679,3,0.292488220272675,2
2,680,3,0.255039236039937,1
2,681,3,0.19633389673207,1
2,682,3,0.155040910298614,1
3,678,3,0.247960015097919,1
3,679,3,0.255017428416015,1
3,680,3,0.262456420688151,2
3,681,3,0.231907926381791,2
3,682,3,0.188644650537864,1
3,683,3,0.15814019630319,2
3,691,3,0.266290205330807,1
3,692,3,0.315751290679553,1
4,679,3,0.235444944338068,2
4,680,3,0.289919016387438,2
4,681,3,0.305355676963534,2
4,682,3,0.280727288083937,2
4,683,3,0.297075707769683,2
4,684,3,0.279823459019349,2
4,685,3,0.213147661919288,2
4,692,3,0.208634551273499,1
5,679,3,0.241158563591471,2
5,680,3,0.333291983926118,2
5,681,3,0.350905398300207,2
5,682,3,0.343106569340439,2
5,683,3,0.449599231628741,2
5,684,3,0.500936121208188,2
5,685,3,0.403820519347968,2
5,686,3,0.259532652288099,2
5,687,3,0.200905480567276,1
5,688,3,0.185370151930498,1
6,679,3,0.271508632484563,2
6,680,3,0.371574864683194,2
6,681,3,0.346022865198029,2
6,682,3,0.296892467085559,2
6,683,3,0.392446569001114,2
6,684,3,0.485061216713197,2
6,685,3,0.424469659544023,2
6,686,3,0.273744404117926,2
6,687,3,0.184263431355835,1
7,680,3,0.243849724598302,2
7,681,3,0.215903635794419,2
7,682,3,0.188465483805462,2
7,683,3,0.245259682253255,2
7,684,3,0.318098823662286,2
7,685,3,0.296238783013851,2
7,686,3,0.221522922368919,2
8,683,3,0.231938034410023,2
8,684,3,0.318307292346911,2
8,685,3,0.272872099161046,2
9,684,3,0.30072766780769,2
1,677,4,0.252242544433428,1
1,678,4,0.35484371139399,2
1,679,4,0.367700994098463,2
1,680,4,0.281635474316141,2
1,681,4,0.188759570833756,1
1,682,4,0.133818018270781,1
1,683,4,0.106223563786491,1
2,677,4,0.213280511959924,2
2,678,4,0.295840537893677,2
2,679,4,0.318219168631862,2
2,680,4,0.272774651107296,2
2,681,4,0.202401056565899,1
2,682,4,0.146905686212992,1
2,683,4,0.109897418591773,1
