x,y,z,signal,mito.p
152,585,1,0.243279523858132,2
152,586,1,0.254034342472478,2
152,587,1,0.218169515456013,2
152,589,1,0.206475444004354,2
152,590,1,0.221847727428912,2
152,591,1,0.209454984149902,2
153,584,1,0.28560441829827,2
153,585,1,0.375889157770629,2
153,586,1,0.397299669436041,2
153,587,1,0.338252619257827,2
153,588,1,0.306817637413994,2
153,589,1,0.368995770027467,2
153,590,1,0.410198672020445,2
153,591,1,0.323963571274478,2
153,592,1,0.213747491399253,2
154,584,1,0.26353852326578,2
154,585,1,0.357371413257677,2
154,586,1,0.428508928211487,2
154,587,1,0.43636215640895,2
154,588,1,0.43302277957577,2
154,589,1,0.518062927102835,2
154,590,1,0.583791192747112,2
154,591,1,0.464488109092055,2
154,592,1,0.304264816478996,2
154,593,1,0.194959014276431,1
155,583,1,0.109686509893283,1
155,584,1,0.144696286336631,1
155,585,1,0.199052398965696,2
155,586,1,0.292034094477816,2
155,587,1,0.383964993661634,2
155,588,1,0.419118491278822,2
155,589,1,0.469342429533914,2
155,590,1,0.540158472660958,2
155,591,1,0.507762539285081,2
155,592,1,0.424474626715106,2
155,593,1,0.297377790200554,2
156,586,1,0.143427838592951,1
156,587,1,0.215941281722628,2
156,588,1,0.26050909355102,2
156,589,1,0.295930055902363,2
156,590,1,0.376512624884915,2
156,591,1,0.460332373334194,2
156,592,1,0.490801741476634,2
156,593,1,0.363400012158098,2
156,594,1,0.177955668726207,2
157,588,1,0.117211567118769,1
157,589,1,0.140277290511364,1
157,590,1,0.200259334395545,2
157,591,1,0.305261148212088,2
157,592,1,0.386687090558544,2
157,593,1,0.302460034080448,2
158,591,1,0.150393282995576,1
158,592,1,0.202299774204647,2
158,593,1,0.17058127146399,1
160,567,1,0.126735224451318,1
160,568,1,0.119741676317565,1
161,564,1,0.109196001748823,1
161,566,1,0.10340585973915,1
161,567,1,0.127871148941932,1
161,568,1,0.123071380238635,1
162,563,1,0.109715779166749,1
162,564,1,0.121116308236065,1
162,565,1,0.103740697177581,1
163,564,1,0.100835152631085,1
167,557,1,0.12004996771229,1
167,558,1,0.116281889157295,1
167,600,1,0.139934969637551,1
168,556,1,0.131976755486362,1
168,557,1,0.178418432605866,1
168,558,1,0.16043671774605,1
169,556,1,0.130272492944733,1
169,557,1,0.166025253610094,1
169,558,1,0.13887154841608,1
169,599,1,0.117026670710951,1
170,557,1,0.104367246987956,1
170,599,1,0.128912163428934,1
173,554,1,0.10932986483093,1
173,555,1,0.112069989508854,1
173,556,1,0.10897433084632,1
173,599,1,0.142229530354983,1
174,536,1,0.231274089208577,1
174,537,1,0.267235427487754,1
174,538,1,0.272069291027653,1
174,539,1,0.276385915199763,3
174,540,1,0.29826652167935,3
174,541,1,0.312967409145837,3
174,542,1,0.27265454578194,3
174,554,1,0.131724159586697,1
174,555,1,0.137815795809614,1
174,556,1,0.138620891456006,1
174,557,1,0.131349617458359,1
174,599,1,0.145799804393096,1
175,533,1,0.235105085263959,1
175,534,1,0.248547448436014,1
175,535,1,0.250287657610482,1
175,536,1,0.269915129143753,3
175,537,1,0.297120913383707,3
175,538,1,0.322266432701902,3
175,539,1,0.346108113182451,3
175,540,1,0.351207720375297,3
175,541,1,0.335851362398379,3
175,554,1,0.187861972518861,1
175,555,1,0.202440249288612,1
175,556,1,0.198233578241311,1
175,557,1,0.180630337853608,1
175,558,1,0.130458337036507,1
175,599,1,0.151694692712276,1
176,532,1,0.227648250390432,1
176,533,1,0.281665429843507,1
176,534,1,0.292293759881938,1
176,535,1,0.289551903229886,3
176,536,1,0.289194550127796,3
176,537,1,0.307517115317354,3
176,538,1,0.32994360954181,3
176,539,1,0.321525125989421,3
176,540,1,0.298375080510522,3
176,554,1,0.231545889324512,1
176,555,1,0.272244579880876,1
176,556,1,0.270985031652054,1
176,557,1,0.222423897488717,1
176,558,1,0.149111796427804,1
176,599,1,0.132543688350819,1
177,531,1,0.224832104030514,1
177,532,1,0.227613458407012,1
177,533,1,0.253647643846489,1
177,534,1,0.29946060346473,3
177,535,1,0.327929399881761,3
177,536,1,0.310752682632064,3
177,537,1,0.313295307794838,3
177,538,1,0.324025835199722,3
177,539,1,0.289117079687569,1
177,548,1,0.333276559552755,4
177,549,1,0.345486192862669,4
177,550,1,0.318774424287107,4
177,554,1,0.242702569508155,1
177,555,1,0.30854091899227,5
177,556,1,0.323750527563855,5
177,557,1,0.248747398857948,1
177,558,1,0.151136997043166,1
177,599,1,0.140528415866957,1
178,530,1,0.26110465300672,6
178,531,1,0.241949193441375,1
178,532,1,0.216777160758231,1
178,533,1,0.246496420709603,1
178,534,1,0.353314846634774,3
178,535,1,0.407515397487001,3
178,536,1,0.345450681946593,3
178,537,1,0.309267759908264,3
178,538,1,0.317953795338161,3
178,539,1,0.291573193287312,3
178,548,1,0.359348347348764,4
178,549,1,0.369899925879626,4
178,550,1,0.317772406450275,4
178,554,1,0.247755947152587,1
178,555,1,0.302828149386552,5
178,556,1,0.324389745839076,5
178,557,1,0.252643098852439,1
178,558,1,0.151318451288567,1
178,599,1,0.17733141732175,1
179,533,1,0.235083604427608,1
179,534,1,0.318150238240164,3
179,535,1,0.361243584547037,3
179,536,1,0.307816692376846,3
179,537,1,0.286005255933176,1
179,538,1,0.303715726215929,1
179,539,1,0.285037289361269,1
179,549,1,0.273626847735625,4
179,553,1,0.268142589785569,5
179,554,1,0.284891890677897,5
179,555,1,0.322244995437228,5
179,556,1,0.360109566317254,5
179,557,1,0.299599858541762,5
179,558,1,0.181019302206758,1
179,598,1,0.137525238087089,1
180,533,1,0.221162628178687,1
180,534,1,0.244246880426572,1
180,535,1,0.253194629129372,3
180,536,1,0.234743483923442,1
180,537,1,0.237730104466367,1
180,538,1,0.246268061554808,1
180,553,1,0.29239857154896,5
180,554,1,0.318623557358375,5
180,555,1,0.362782209361714,5
180,556,1,0.432494429430559,5
180,557,1,0.378606548926513,5
180,558,1,0.232880903696457,5
180,559,1,0.127727765448583,1
180,598,1,0.177250254181968,1
181,532,1,0.218741132275659,1
181,533,1,0.246406270911612,1
181,534,1,0.2398286253198,1
181,535,1,0.22893468234345,1
181,536,1,0.22126367089572,1
181,553,1,0.254640990919763,5
181,554,1,0.29286757707123,5
181,555,1,0.33805417205872,5
181,556,1,0.407691906347157,5
181,557,1,0.373939543120499,5
181,558,1,0.260100020869318,5
181,559,1,0.170645942724342,1
181,560,1,0.10459550810648,1
181,598,1,0.173610363498259,1
182,531,1,0.228678698745964,1
182,532,1,0.289316529035227,3
182,533,1,0.287537192495561,3
182,534,1,0.246191353618914,1
182,535,1,0.236078759725443,1
182,536,1,0.239353781192923,1
182,537,1,0.217339409667501,1
182,555,1,0.277111448965472,5
182,556,1,0.300988988935507,5
182,557,1,0.282730103750668,5
182,558,1,0.235690797520845,1
182,559,1,0.185630253051382,1
182,560,1,0.12900976398355,1
183,530,1,0.183837583578808,1
183,531,1,0.294859260174701,1
183,532,1,0.347153201621175,3
183,533,1,0.296724933990693,3
183,534,1,0.231803092928931,1
183,535,1,0.250050801978833,1
183,536,1,0.281166076648785,3
183,537,1,0.242129057320596,1
183,557,1,0.228586740723411,1
183,558,1,0.230924361149816,1
183,559,1,0.209183205819805,1
183,560,1,0.179636413455624,1
183,561,1,0.164947802308897,1
183,562,1,0.127474635795886,1
184,531,1,0.24562222038481,1
184,532,1,0.270578595056761,1
184,533,1,0.229531004303483,1
184,534,1,0.201981221680184,1
184,535,1,0.256788791338943,1
184,536,1,0.316093960126775,3
184,537,1,0.273415111175287,3
184,538,1,0.208898726346105,1
184,557,1,0.252189757347751,5
184,558,1,0.292457175453406,5
184,559,1,0.288591627058823,5
184,560,1,0.274955435285335,5
184,561,1,0.279736947456318,5
184,562,1,0.235044564205762,1
184,563,1,0.158584006503717,1
185,532,1,0.188829503374006,1
185,533,1,0.18409600719016,1
185,534,1,0.194691222754704,1
185,535,1,0.23939406320754,1
185,536,1,0.286415657551001,3
185,537,1,0.270668526996371,3
185,538,1,0.219986083992965,1
185,555,1,0.300986178562394,5
185,556,1,0.31742862592531,5
185,557,1,0.351050535553522,5
185,558,1,0.398065572359719,5
185,559,1,0.390667058174743,5
185,560,1,0.369569042570807,5
185,561,1,0.369592396989233,5
185,562,1,0.347052463905875,5
185,563,1,0.287660543910792,5
185,564,1,0.177802013210201,1
186,532,1,0.173887359536577,1
186,533,1,0.187826831962031,1
