x,y,z,signal,mito.p
793,688,17,0.103883808347954,1
793,689,17,0.105690998081611,1
794,688,17,0.104694121702567,1
794,689,17,0.102503446754038,1
797,691,17,0.10176767364443,1
792,688,18,0.133291007954612,1
792,689,18,0.156632474699835,1
792,690,18,0.14057590899398,1
792,691,18,0.111606136337291,1
793,688,18,0.171588920939966,1
793,689,18,0.186081481329776,1
793,690,18,0.145813475006493,1
793,691,18,0.10121667712053,1
794,689,18,0.160791206010432,1
794,690,18,0.116966040723564,1
795,689,18,0.111668650799672,1
795,690,18,0.105600249173072,1
796,690,18,0.120346135288122,1
796,691,18,0.111797296173558,1
797,691,18,0.124926880068243,1
798,692,18,0.115878970974852,1
799,693,18,0.111587204443996,1
799,694,18,0.119732853053141,1
799,695,18,0.134838140139061,1
799,696,18,0.121448128335921,1
799,697,18,0.102219076209529,1
800,694,18,0.157498886587514,1
800,695,18,0.185080247783115,1
800,696,18,0.174100414140119,1
800,697,18,0.156904296601608,1
800,698,18,0.132450913359339,1
775,687,19,0.105205674966615,1
784,683,19,0.103964307019674,1
786,683,19,0.104341899165345,1
787,684,19,0.115430150031566,1
790,687,19,0.113433728508313,1
791,687,19,0.104712073233148,1
792,688,19,0.15606948507207,1
792,689,19,0.198404923857841,1
792,690,19,0.193619512021842,1
792,691,19,0.140426087785477,1
793,689,19,0.249804186291723,1
793,690,19,0.20645570603505,1
793,691,19,0.128793027573372,1
794,690,19,0.14869478280812,1
794,691,19,0.108397855784781,1
795,690,19,0.136914036399645,1
795,691,19,0.124712463849821,1
796,691,19,0.12799032836917,1
797,692,19,0.105077879240415,1
798,693,19,0.128348247903051,1
798,694,19,0.123837294055232,1
798,695,19,0.13266613565377,1
798,696,19,0.113524194200956,1
799,694,19,0.147646273992817,1
799,695,19,0.166952393521432,1
799,696,19,0.15832007107533,1
799,697,19,0.133750700031102,1
799,698,19,0.116191314535461,1
800,696,19,0.196299714752116,1
800,697,19,0.196385158809081,1
800,698,19,0.185317059843088,1
800,699,19,0.140946115740541,1
801,696,19,0.205675969104188,1
801,697,19,0.189540810987446,1
801,698,19,0.164860844136185,1
763,695,20,0.100492352468835,1
774,687,20,0.106020192987978,1
774,688,20,0.112582664743564,1
775,687,20,0.128569363266684,1
775,688,20,0.104347574376166,1
777,685,20,0.102386293409742,1
778,684,20,0.11771923161072,1
778,685,20,0.104431831104955,1
779,683,20,0.117073488476993,1
779,684,20,0.124194472870618,1
780,683,20,0.106871278538564,1
780,684,20,0.100800393326423,1
783,682,20,0.121071690839669,1
783,683,20,0.124633849653095,1
784,683,20,0.144034269181855,1
786,684,20,0.105902843571139,1
791,688,20,0.0998656501575938,1
792,689,20,0.212847256997949,1
792,690,20,0.214506096067173,1
792,691,20,0.140720719459724,1
793,690,20,0.242103001458248,1
793,691,20,0.135973247660747,1
794,691,20,0.111251669858746,1
795,691,20,0.128531684659718,1
798,694,20,0.137270485389455,1
798,695,20,0.144549460680864,1
798,696,20,0.124721494079706,1
799,696,20,0.165960277348009,1
799,697,20,0.134445439514679,1
799,698,20,0.116495423049275,1
800,697,20,0.198642128062899,1
800,698,20,0.19567409083986,1
800,699,20,0.156615100493963,1
801,697,20,0.218896073156112,1
801,698,20,0.184595839673319,1
762,695,21,0.132067700467443,1
762,696,21,0.101833140087872,1
763,694,21,0.11863212358395,1
763,695,21,0.135313136766805,1
771,689,21,0.102446542144963,1
772,689,21,0.101533606600056,1
773,688,21,0.100434402139532,1
774,687,21,0.10998910429135,1
774,688,21,0.118347295536841,1
775,686,21,0.107778734945193,1
775,687,21,0.135546027375922,1
775,688,21,0.114231057503427,1
776,686,21,0.108605616429668,1
776,687,21,0.102218368169791,1
777,683,21,0.100500271620978,1
777,684,21,0.127315076317759,1
777,685,21,0.125269473265031,1
778,682,21,0.106605970602378,1
778,683,21,0.152921300753915,1
778,684,21,0.168083601378101,1
778,685,21,0.126763175681579,1
779,682,21,0.133259167952253,1
779,683,21,0.18967834498327,1
779,684,21,0.172769321219029,1
780,682,21,0.128880770036255,1
780,683,21,0.165926661799845,1
780,684,21,0.13107649929922,1
781,682,21,0.110784113094708,1
781,683,21,0.118672677921544,1
782,682,21,0.123360935812608,1
782,683,21,0.117103367753926,1
783,682,21,0.17263116632682,1
783,683,21,0.148265427511162,1
784,683,21,0.153855717135173,1
792,690,21,0.186259885557845,1
792,691,21,0.114050659871173,1
793,691,21,0.122932288555388,1
798,696,21,0.115202270165208,1
799,697,21,0.119473274792371,1
799,698,21,0.101921427196707,1
800,698,21,0.174537296444135,1
800,699,21,0.147921135019003,1
761,695,22,0.112802069918907,1
762,694,22,0.114810658832731,1
762,695,22,0.148749748477606,1
