x,y,z,signal,cytoplasm.p
860,569,20,0.0596197591445686,1
860,570,20,0.0646868200536989,1
861,569,20,0.0665702545014149,1
861,570,20,0.0711992024888281,1
859,569,21,0.0685561069479785,1
859,570,21,0.0887853423473752,1
859,571,21,0.0795972012383001,1
860,569,21,0.0924804632124078,1
860,570,21,0.121075517777,1
860,571,21,0.109168399343959,1
860,572,21,0.0704706772221521,1
861,569,21,0.0889152931442779,1
861,570,21,0.114735992251142,1
861,571,21,0.10389675010848,1
861,572,21,0.0662175351219199,1
862,569,21,0.0599661570077829,1
862,570,21,0.0753919127804359,1
862,571,21,0.070227057070932,1
865,601,21,0.0688050933117131,1
866,601,21,0.0579895096796095,1
867,581,21,0.0623792484245508,1
858,569,22,0.079036432030538,1
858,570,22,0.108897541241525,1
858,571,22,0.0917090908027316,1
859,569,22,0.108425137632147,1
859,570,22,0.159308826638832,1
859,571,22,0.148864349035256,1
859,572,22,0.0911748224290794,1
860,569,22,0.114423501774695,1
860,570,22,0.176382746770531,1
860,571,22,0.179339812918971,1
860,572,22,0.116587889880696,1
861,569,22,0.0968511666452647,1
861,570,22,0.14370993090394,1
861,571,22,0.150639728012516,1
861,572,22,0.0980260487513449,1
862,569,22,0.066782373216094,1
862,570,22,0.0830872207434801,1
862,571,22,0.0843612775331519,1
864,601,22,0.0638626464716551,1
865,601,22,0.0815413682384189,1
865,602,22,0.0618831686138038,1
866,601,22,0.0609554448210412,1
857,569,23,0.0592102404695358,1
857,570,23,0.0775357618554613,1
857,571,23,0.0582880244157716,1
858,569,23,0.111219306797621,1
858,570,23,0.156423243158633,1
858,571,23,0.126859893875894,1
858,572,23,0.0648413315924947,1
859,569,23,0.132721743930849,1
859,570,23,0.20358011526483,1
859,571,23,0.190911890989131,1
859,572,23,0.110961410162337,1
860,569,23,0.114069697358823,1
860,570,23,0.190657626866935,1
860,571,23,0.206048785311212,1
860,572,23,0.132077350261914,1
861,568,23,0.0590136778742118,1
861,569,23,0.0875847672875308,1
861,570,23,0.136494226710142,1
861,571,23,0.156410847797419,1
861,572,23,0.102075929336015,1
862,568,23,0.0714190520876902,1
862,569,23,0.0685352258946667,1
862,570,23,0.0728694095977412,1
862,571,23,0.0768877120856918,1
863,568,23,0.063718672758973,1
864,601,23,0.0619442903640373,1
865,601,23,0.0778082003369651,1
865,602,23,0.0613214853808331,1
878,570,23,0.0606245853863715,1
835,569,24,0.0620252729975111,1
836,569,24,0.06478052827685,1
836,570,24,0.0591021201327745,1
856,603,24,0.0644711454861119,1
857,569,24,0.0592088605863178,1
857,570,24,0.0776252301810322,1
857,603,24,0.0612820466673202,1
858,569,24,0.116325452604054,1
858,570,24,0.165264261081264,1
858,571,24,0.132748079650728,1
858,572,24,0.0664450330478493,1
859,569,24,0.128232146457644,1
859,570,24,0.201584025735931,1
859,571,24,0.190721313784689,1
859,572,24,0.108832439058932,1
860,569,24,0.095000153556235,1
860,570,24,0.16630356081577,1
860,571,24,0.188605929223738,1
860,572,24,0.120442505196145,1
861,569,24,0.0667707267658566,1
861,570,24,0.103570814616063,1
861,571,24,0.12813435165727,1
861,572,24,0.0851193818349626,1
862,567,24,0.0606127384402819,1
862,568,24,0.080339254078062,1
862,569,24,0.0609760782030062,1
863,567,24,0.0669885949939441,1
863,568,24,0.0838384610108218,1
864,568,24,0.0593347601876188,1
865,601,24,0.0597626065423165,1
876,569,24,0.0581765900005123,1
877,569,24,0.0585800466244849,1
877,570,24,0.0622979886350459,1
877,571,24,0.0614155769048781,1
878,569,24,0.0568536063259696,1
878,570,24,0.0675700919346604,1
878,571,24,0.0732002926201581,1
878,572,24,0.0682414640895889,1
879,570,24,0.0594080414215939,1
879,571,24,0.0669427875886557,1
879,572,24,0.0665159555070927,1
880,571,24,0.0569063249412217,1
834,568,25,0.0575525525575109,1
835,568,25,0.0581408486663912,1
835,569,25,0.0657273345571915,1
835,570,25,0.0599917084350634,1
836,569,25,0.06732065150679,1
836,570,25,0.0615326016162513,1
847,603,25,0.0607836906389572,1
850,599,25,0.0589260199082474,1
856,603,25,0.0636538654232213,1
857,570,25,0.0619774016643326,1
858,569,25,0.0944750608162889,1
858,570,25,0.131914394309579,1
858,571,25,0.105558730990517,1
859,569,25,0.102923378127723,1
859,570,25,0.159089413413295,1
859,571,25,0.148852590543219,1
859,572,25,0.0853058311836247,1
860,569,25,0.0728930327266785,1
860,570,25,0.123061334841943,1
860,571,25,0.138089430679526,1
860,572,25,0.0889015473845293,1
861,570,25,0.0708287097417302,1
861,571,25,0.087218514438013,1
861,572,25,0.0603071827615459,1
862,568,25,0.0671091401766043,1
863,567,25,0.0702022132760711,1
863,568,25,0.0811392561160434,1
864,567,25,0.0600983781253647,1
864,568,25,0.0643829273111487,1
877,569,25,0.0572353445316006,1
877,570,25,0.0587230532395271,1
877,571,25,0.0599812708568759,1
