x,y,z,signal,mito.p
284,501,38,0.145908163877738,1
284,502,38,0.180999950080909,1
284,503,38,0.226995162176449,1
285,499,38,0.186412817029508,1
285,500,38,0.169078124242557,1
285,501,38,0.152305658439539,1
285,502,38,0.193307386467252,1
285,503,38,0.219347538248219,1
285,504,38,0.224279717536817,1
285,505,38,0.252815859920299,1
286,498,38,0.0875522960184764,1
286,499,38,0.114563976460504,1
286,500,38,0.119969028522557,1
286,501,38,0.122411733621729,1
286,502,38,0.147429614082147,1
286,503,38,0.15429279172178,1
286,504,38,0.156107949408396,1
286,505,38,0.178079635184745,1
286,506,38,0.178472219016115,1
286,507,38,0.126053807393489,1
287,504,38,0.111944354352829,1
287,505,38,0.125691437115796,1
287,506,38,0.13961167371882,1
287,507,38,0.123952925431843,1
287,508,38,0.0923003205113408,1
288,505,38,0.105565531358423,1
288,506,38,0.12482137573936,1
288,507,38,0.132115045421563,1
288,508,38,0.112663744716656,1
288,509,38,0.0888811934298397,1
289,506,38,0.118018937802544,1
289,507,38,0.139572563217383,1
289,508,38,0.13639296240852,1
289,509,38,0.111217245285676,1
289,510,38,0.082467540087242,1
290,507,38,0.127958235130267,1
290,508,38,0.131671448415401,1
290,509,38,0.126540037611486,1
290,510,38,0.102768090524568,1
291,498,38,0.110097901051321,1
291,499,38,0.135950976471276,1
291,500,38,0.152907260428762,1
291,501,38,0.146792929263783,1
291,502,38,0.133931369329711,1
291,506,38,0.157520832804326,1
291,507,38,0.149547364175829,1
291,508,38,0.152973987536963,1
291,509,38,0.16018872686505,1
291,510,38,0.143937165330489,1
291,511,38,0.0982312843806916,1
292,492,38,0.126845539560927,1
292,493,38,0.140301607971819,1
292,497,38,0.119131921921541,1
292,498,38,0.170214805502142,1
292,499,38,0.213333153470714,1
292,500,38,0.206116767005001,1
292,501,38,0.178702698054714,1
292,502,38,0.170167747862232,1
292,503,38,0.168855399975993,1
292,504,38,0.165083250423399,1
292,505,38,0.196306030572413,1
292,506,38,0.204543954961631,1
292,507,38,0.208880928445071,1
292,508,38,0.20549167226453,1
292,509,38,0.192157888793732,1
292,510,38,0.169661078710191,1
292,511,38,0.120955832281089,1
293,497,38,0.156167294454537,1
293,498,38,0.20834110012827,1
293,499,38,0.216611173758448,1
293,500,38,0.164333490208164,1
293,501,38,0.136789417614456,1
293,502,38,0.147721662403826,1
293,505,38,0.170510881496118,1
293,506,38,0.212414868232837,1
293,507,38,0.249703851868609,1
293,508,38,0.239107178307529,1
293,509,38,0.202842473817004,1
293,510,38,0.174621283384233,1
293,511,38,0.139524062829187,1
294,497,38,0.155129273131872,1
294,498,38,0.163772705972516,1
294,499,38,0.146910068401658,1
294,500,38,0.108905505662114,1
294,505,38,0.131526993243321,1
294,506,38,0.173137777459732,1
294,507,38,0.220343106702585,1
294,508,38,0.226043789911227,1
294,509,38,0.219581455836898,1
294,510,38,0.206399617806361,1
294,511,38,0.170555414326529,1
294,512,38,0.134866354378991,1
295,499,38,0.123774192965082,1
295,503,38,0.128731007180654,1
295,504,38,0.125047334166665,1
295,506,38,0.113340020952552,1
295,507,38,0.149066496172293,1
295,508,38,0.18901463321876,1
295,509,38,0.240163871197589,1
295,510,38,0.246415131197758,1
295,511,38,0.197380577472505,1
295,512,38,0.175073801383961,1
296,499,38,0.145860024176614,1
296,503,38,0.143999023163228,1
296,504,38,0.130297495177373,1
296,507,38,0.103100006790535,1
296,508,38,0.143427646750585,1
296,509,38,0.195313539981056,1
296,510,38,0.205354563085804,1
296,511,38,0.178357436367106,1
296,512,38,0.193729185951402,1
297,502,38,0.140870579803986,1
297,503,38,0.155854698992692,1
297,509,38,0.119052282216184,1
297,510,38,0.136981327182224,1
297,511,38,0.151210239780918,1
297,512,38,0.183809437862947,1
298,510,38,0.11427013672637,1
298,511,38,0.149390970261688,1
298,512,38,0.172709918432783,1
299,510,38,0.102168808955504,1
