x,y,z,signal,cytoplasm.p
718,195,1,0.0369134926657176,1
719,194,1,0.0476514238588288,1
719,195,1,0.0380747408313422,1
719,196,1,0.0347673393324147,1
720,193,1,0.0544936050782771,1
720,194,1,0.0449689399547237,1
720,195,1,0.038067054346967,1
720,196,1,0.0348334121888094,1
721,193,1,0.0493123080886636,1
721,194,1,0.0451369024685675,1
721,195,1,0.039191275585962,1
721,196,1,0.0352076355039716,1
722,192,1,0.0519208722739108,1
722,193,1,0.0518616315240757,1
722,194,1,0.0501980033709491,1
722,195,1,0.0429651877839625,1
722,196,1,0.036896918319288,1
722,197,1,0.0347067747343602,1
723,185,1,0.0431708187367889,1
723,191,1,0.0454287293539163,1
723,192,1,0.0480505378532879,1
723,193,1,0.0504983711184887,1
723,194,1,0.0505493830144138,1
723,195,1,0.0437668916034478,1
723,196,1,0.0376192583128104,1
723,197,1,0.0357957769451751,1
724,185,1,0.0415486672732496,1
724,187,1,0.036959570748455,1
724,188,1,0.0358970017625494,1
724,189,1,0.0359609168046657,1
724,190,1,0.0380407086010151,1
724,191,1,0.0405334885544399,1
724,192,1,0.0417844638864937,1
724,193,1,0.0430470914156503,1
724,194,1,0.0437818009337247,1
724,195,1,0.0402673513228638,1
724,196,1,0.0368566109317624,1
724,197,1,0.0368428650716166,1
725,179,1,0.06051054189085,1
725,180,1,0.0573247215626438,1
725,181,1,0.0533179053889184,1
725,182,1,0.0505955077525951,1
725,183,1,0.0482781639319267,1
725,184,1,0.0449530829357434,1
725,185,1,0.0413493668809613,1
725,186,1,0.0381953568175687,1
725,187,1,0.035931512211176,1
725,188,1,0.0344747251364508,1
725,190,1,0.0351601490100228,1
725,191,1,0.0365588675529397,1
725,192,1,0.036617239345133,1
725,193,1,0.0365886249782236,1
725,194,1,0.0373117843579786,1
725,195,1,0.0364197555991898,1
725,196,1,0.0353525968839949,1
725,197,1,0.036449008562487,1
725,198,1,0.0350654297111011,1
726,178,1,0.0635351909882584,1
726,179,1,0.0606267897611456,1
726,180,1,0.0564337367194113,1
726,181,1,0.0520126202042519,1
726,182,1,0.049009082695188,1
726,183,1,0.047116067220417,1
726,184,1,0.0445785359484394,1
726,185,1,0.041360992834377,1
726,186,1,0.0382670604028436,1
726,187,1,0.0356424729885975,1
726,211,1,0.0348881915118258,1
727,174,1,0.0573944772831378,1
727,177,1,0.0654418823400094,1
727,178,1,0.0631476767035279,1
727,179,1,0.0591065921062908,1
727,180,1,0.0551779821203276,1
727,181,1,0.0513182122417726,1
727,182,1,0.0489533061120591,1
727,183,1,0.0483732098189554,1
727,184,1,0.0461617884356644,1
727,185,1,0.0417794950817231,1
727,186,1,0.0381559213036501,1
727,187,1,0.035934393184834,1
728,172,1,0.0548280371317614,1
728,173,1,0.0558147706096458,1
728,174,1,0.0579712202162144,1
728,175,1,0.0590425691734606,1
728,176,1,0.060103210706342,1
