FoF,Cell_id,true_labels,pred,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
FoF4_240918_fluorescent.nucleus,cell134,1,1,-0.00937751,-0.053565744,-0.018614156,0.02076232,0.04795504,-0.018962795,-0.015020339,-0.08584894,-0.025230464,0.012126462,-0.063589275,0.13735688,-0.1019969,-0.18407801,-0.1576255,-0.033039533,-0.07605229,-0.06942815,-0.031274825,0.13023761,-0.06331423,-0.06564193,-0.08338982,-0.04390593,-0.037532017,0.03143255,0.00599185,-0.046949647,-0.085391335,-0.117290616,-0.04042352,-0.13540468
FoF1_231005_fluorescent.nucleus,cell148,0,0,-0.17216364,-0.13675576,0.02467,-0.35414773,0.04591278,-0.15204182,0.09581983,0.0023010196,-0.16634426,-0.80520546,0.028616777,-0.7137437,-0.17899983,0.38833806,0.18771818,-0.046823338,-0.0043343967,-0.08270017,-0.0634383,-0.47780457,0.018013217,0.32536444,0.21936263,0.060772948,0.0459913,-0.44809455,0.08518651,-0.32027557,1.0155902,0.30058378,0.002899968,0.165328
FoF2_231005_fluorescent.nucleus,cell9,0,2,-0.010829757,-0.050530564,-0.0109276585,0.07620001,-0.3007111,-0.027850874,0.063726805,-0.09684473,-0.020041697,0.06003376,-0.046015948,0.07506202,-0.16255474,0.08925986,-0.04996492,0.018604185,-0.07420702,-0.467705,0.022049906,-0.0782173,0.0038803238,0.02912087,0.041286048,0.08386408,0.10471566,-0.07960896,-0.052470382,-0.18708166,-0.04851079,0.28541553,0.011956353,-0.0010208492
FoF1_240918_fluorescent.nucleus,cell22,3,1,0.046503678,-0.056399286,-0.09331998,-0.23952731,1.0756212,0.014191397,-0.053466626,-0.051736742,-0.0054854215,-0.7795312,-0.045738637,-0.28540844,0.075729385,-0.4187695,-0.22092812,-0.07045375,-0.011880625,0.6933899,-0.05609066,0.22074156,-0.073314175,-0.1025341,-0.25552157,-0.11237274,-0.05490238,0.27550375,0.08718641,0.116760954,0.7080749,-0.57736796,-0.084711686,-0.3515988
FoF4_231005_fluorescent.nucleus,cell83,0,2,0.0044645164,-0.077287674,-0.0036539752,0.020921126,0.210103,-0.045320123,-0.004834305,-0.11023843,-0.049124632,0.11311842,-0.07236758,0.3073317,-0.31571293,-0.36831224,-0.40056252,-0.06488081,-0.091664955,-0.021523979,-0.061401673,0.4779023,-0.05324032,0.049096342,-0.13051148,-0.050910674,-0.013612635,0.14331008,0.055980816,0.020384438,-0.29850024,-0.12518927,-0.06604996,-0.29767364
FoF1_231005_fluorescent.nucleus,cell131,0,0,-0.17576863,-0.15201697,-0.01716237,0.034141857,-0.19848505,-0.12367539,0.005681969,-0.094629355,-0.1122402,-0.39026824,-0.06149152,-0.27883443,0.10807988,0.057708155,0.109034896,0.025640134,-0.086878866,-0.13013117,0.031666294,-0.39570165,-0.0059055043,-0.20334062,0.012329156,0.060097784,0.053084776,-0.12037678,-0.071497366,-0.17229268,0.28474045,-0.034156024,0.018539634,0.031251673
FoF1_240918_fluorescent.nucleus,cell11,3,3,0.08726912,-0.017897647,0.058487758,0.035798743,0.09915154,0.023935582,0.15609533,-0.061203856,0.013170134,-0.11514247,-0.015663948,0.06861706,-0.20263171,-0.13395038,-0.20160934,0.05436524,-0.06593614,-0.10678093,0.04895889,0.3607942,0.0016223644,0.10662283,0.07968984,0.07271673,0.053193696,0.039992247,0.044220142,-0.15567519,0.15304548,0.058079444,0.033864036,-0.12462521
FoF3_231005_fluorescent.nucleus,cell30,0,0,-0.03436046,-0.12371834,0.007818818,-0.18393424,0.058355875,-0.09557096,0.07129926,-0.0798603,-0.0959038,-0.33020642,-0.053244874,-0.34979022,-0.17175978,0.25044876,0.086759925,0.036137547,-0.09751293,-0.20504028,0.024948858,-0.2663901,0.02009685,0.16079587,0.063806035,0.0547016,0.072228655,-0.16257492,0.043154232,-0.1493957,0.74069023,0.20563844,0.051180366,0.081635706
FoF3_231005_fluorescent.nucleus,cell56,0,0,-0.0731218,-0.09631755,-0.016035352,0.18860711,-0.6984995,-0.11257947,0.12312253,-0.10106738,-0.067259744,-0.05563163,0.069052026,0.021502368,-0.07600063,0.4861433,0.1901479,0.13032717,-0.07161698,-1.1030619,0.13150036,-0.48092076,0.13581717,-0.024670161,0.359698,0.29848605,0.28479213,-0.37070954,-0.16595697,-0.39813226,0.3368045,0.7548432,0.17605338,0.35683092
FoF3_240918_fluorescent.nucleus,cell41,1,1,-0.07024901,-0.086696,-0.059593823,-0.04684078,-0.10450171,-0.07215961,-0.04085394,-0.066337034,-0.07167001,-0.02526784,-0.076563716,-0.034269515,-0.060127605,-0.010622072,-0.04057262,-0.085166395,-0.06849896,-0.1148038,-0.08660132,-0.11545783,-0.069875374,-0.020431045,-0.05796878,-0.079461955,-0.052811183,-0.07408519,-0.0023305137,-0.060046475,-0.07825265,-0.0075047463,-0.09415901,-0.07401778
FoF3_240918_fluorescent.nucleus,cell112,3,3,-0.054618236,-0.09193016,-0.033390604,-0.15984705,0.0901371,-0.08416504,-0.020502964,-0.086477555,-0.09092514,-0.107230574,-0.07031989,-0.08607863,-0.22913802,-0.02516532,-0.1198588,-0.07840744,-0.07167859,-0.036803417,-0.08589004,0.010068767,-0.073550396,0.13103533,-0.051399447,-0.07570545,-0.05455631,-0.06293793,0.018424444,-0.053726483,0.100876585,0.00052639376,-0.0783865,-0.09380876
FoF4_231005_fluorescent.nucleus,cell36,0,2,-0.10747318,-0.08973406,-0.024183227,0.062010776,-0.23436934,-0.08294557,-0.04078483,-0.07972899,-0.08103347,-0.029056063,-0.07622418,-0.011346415,0.094722584,-0.037223004,-0.012914561,-0.036844548,-0.08684769,-0.16687325,-0.032133758,-0.15881313,-0.0594106,-0.17321904,-0.07698656,-0.021119807,-0.023990547,-0.033787116,-0.074407674,-0.08415097,-0.1416285,-0.04642009,-0.04905755,-0.041969962
FoF1_231005_fluorescent.nucleus,cell301,3,1,-0.0793076,-0.09691174,-0.0756037,-0.05213204,0.15493447,-0.08218538,-0.09822133,-0.0941048,-0.07904546,-0.17373857,-0.07998927,-0.05732505,0.04673434,-0.20697224,-0.10085068,-0.10214543,-0.080991596,0.13374925,-0.09661995,-0.03547298,-0.10805304,-0.180353,-0.1561543,-0.112354204,-0.09501496,0.039562393,-0.059774898,-0.020295927,-0.051689073,-0.2983088,-0.11676251,-0.15547028
FoF3_231005_fluorescent.nucleus,cell63,0,0,0.055218153,-0.15272895,0.020887367,-0.034981925,-0.10677357,-0.12670025,0.009018306,-0.14701633,-0.13695908,-0.39741015,-0.08439276,-0.4641428,0.14802685,0.26463675,0.29100156,0.11522202,-0.15411441,-0.15717866,0.1242927,-0.59833217,0.05753894,-0.28615046,-0.05721532,0.15714133,0.1789351,-0.09271466,-0.061234377,-0.21314922,0.7538954,-0.03437837,0.12596509,0.15771076
FoF1_231005_fluorescent.nucleus,cell95,1,1,-0.099218085,-0.06405376,-0.038179535,-0.0040542874,0.17154494,-0.08528059,-0.09415593,-0.08071127,-0.07483097,-0.27567592,-0.049213137,-0.10990633,0.21134713,-0.23072986,-0.06657488,-0.0997021,-0.06831997,0.18611543,-0.08909841,-0.06432099,-0.13171628,-0.331053,-0.14207338,-0.10434433,-0.09433238,0.08540438,-0.07081561,-0.026141819,-0.026766405,-0.4020419,-0.104641266,-0.14317764
FoF4_231005_fluorescent.nucleus,cell107,1,3,-0.014157064,-0.06045847,-0.011051625,-0.14397718,0.15053055,-0.051826395,-0.023447677,-0.07219989,-0.058429137,-0.3067537,-0.038266554,-0.14935654,-0.11341075,-0.054696254,-0.058744952,-0.020293284,-0.049220648,-0.002552528,-0.0307775,-0.049864016,-0.0423406,0.0030041244,-0.053671136,-0.025161857,-0.00074363966,-0.06886617,-0.0054093655,-0.07377851,0.23809594,-0.06739813,-0.040870998,-0.08372575
FoF4_240918_fluorescent.nucleus,cell147,1,1,-0.061037876,-0.08139269,-0.034159586,0.008642924,-0.17252696,-0.095507756,-0.06992641,-0.089192525,-0.094826266,-0.117380574,-0.043636225,-0.11312732,0.14895059,0.015715845,0.07619415,-0.068411544,-0.06464802,-0.053653672,-0.074275546,-0.23375481,-0.10024272,-0.22678429,-0.03056762,-0.06553425,-0.07418826,-0.07655206,-0.098138765,-0.098661005,-0.13408631,-0.13429882,-0.07757056,0.0034672674
FoF3_231005_fluorescent.nucleus,cell14,3,3,-0.024559457,-0.06349623,-0.018958692,-0.31383955,0.66025805,-0.071282156,0.01681003,-0.030834122,-0.04800219,-0.44444072,-0.034952514,-0.13688278,-0.42958614,-0.09947817,-0.29074678,-0.015566209,-0.024637096,0.074484125,-0.03510779,0.24658278,0.031881295,0.3992156,-0.051395062,-0.025364924,0.032512948,-0.030384455,0.14658034,0.014904356,0.87653995,0.09137134,-0.017296532,-0.17100273
FoF4_240918_fluorescent.nucleus,cell9,1,1,0.04997165,0.006238902,0.03427374,-0.19179855,0.3536198,0.024931286,0.008887268,-0.051583864,0.018769173,-0.46749243,-0.043061756,-0.32516328,0.06525661,-0.05103056,0.031760924,-0.08804548,-0.037725527,0.23236266,-0.09194772,-0.14275469,-0.10737073,-0.09018268,-0.07114001,-0.10036198,-0.08483938,0.051792953,0.0015597325,-0.07831155,0.37471664,-0.27342921,-0.10559683,-0.08023687
FoF4_231005_fluorescent.nucleus,cell194,1,1,-0.12718232,-0.1271942,-0.0070656096,0.1864973,-0.21739097,-0.11032483,-0.1160092,-0.102021515,-0.1070874,-0.23902263,-0.043767318,-0.08783974,0.24620697,-0.009101832,0.10891264,-0.018252019,-0.04177106,-0.17146291,-0.005511954,-0.21843511,-0.03339842,-0.36965853,-0.0774554,0.016132463,0.032454092,-0.052230954,-0.1705486,-0.037223224,-0.10738912,-0.0903151,-0.040212944,0.03255587
FoF4_231005_fluorescent.nucleus,cell197,1,1,-0.06889439,-0.08897014,-0.028529389,-0.06418401,0.27896827,-0.05899549,-0.066014946,-0.11243805,-0.05383493,-0.37687773,-0.08997971,-0.09070402,-0.06329619,-0.23657791,-0.18788522,-0.068062976,-0.08969433,0.12345564,-0.05030439,0.04682211,-0.078541994,-0.114265874,-0.13956445,-0.074219525,-0.043041304,0.058613554,-0.019996103,-0.02473329,0.15142551,-0.2555348,-0.085675806,-0.2117164
FoF3_240918_fluorescent.nucleus,cell75,1,1,-0.03846433,-0.08764204,-0.014033673,-0.015224826,-0.060557507,-0.09188141,-0.042871602,-0.10001524,-0.0971846,-0.086147845,-0.066377856,-0.0713339,0.039623916,-0.047701113,-0.011116311,-0.06687503,-0.08032592,-0.016297568,-0.07209874,-0.09398939,-0.09408353,-0.14070556,-0.06796691,-0.061645567,-0.070850015,0.0027395627,-0.06237589,-0.06054862,-0.103943616,-0.14064723,-0.06434071,-0.048327476
FoF2_231005_fluorescent.nucleus,cell7,0,0,-0.08031812,-0.10901892,-0.05759788,-0.06481022,-0.2919795,-0.09242274,0.14249074,-0.13421233,-0.059028715,-0.3527128,-0.03295974,-0.23154622,-0.2530806,0.33980703,0.0869313,0.16291279,-0.12833674,-0.5666553,0.15302181,-0.41899854,0.060633734,0.12255246,0.23221351,0.2161366,0.19806108,-0.29620007,-0.06847656,-0.37150377,0.6461036,0.42699763,0.17297399,0.15579452
FoF1_231005_fluorescent.nucleus,cell80,1,1,-0.06753784,-0.075458154,-0.07065809,0.07224955,0.17599294,-0.064381406,-0.05840519,-0.07911512,-0.055464834,-0.12955354,-0.05191735,0.05301716,0.12208993,-0.30851367,-0.15729704,-0.10512948,-0.060937703,0.13181442,-0.09706053,0.06855177,-0.12088914,-0.27658862,-0.15157163,-0.11967973,-0.09465781,0.12527956,-0.029557757,-0.015102534,-0.117451295,-0.3543613,-0.11359054,-0.19512099
FoF3_240918_fluorescent.nucleus,cell46,0,0,-0.225641,-0.07533571,0.09238587,-0.87052494,0.2580875,-0.09456064,0.09004101,-0.11335207,-0.025098223,-1.3089347,0.21621932,-1.1750205,-0.53098404,0.9125549,0.5831614,0.20566225,-0.0077344277,-0.2981173,0.20524564,-1.1406964,0.046263523,0.62231684,0.5102498,0.21030568,0.18006673,-1.0659409,-0.054077804,-0.5617443,2.449057,0.65978366,0.19479157,0.58683723
FoF4_240918_fluorescent.nucleus,cell87,1,0,0.06999192,-0.10148999,-0.093400836,-0.02928427,-0.29489133,-0.056316104,0.049066674,-0.056142367,-0.049010847,-0.07427943,0.009553392,-0.086830765,-0.0696041,0.22485581,0.052078217,-0.0011763871,-0.055271253,-0.47354954,-0.008668941,-0.2569998,-0.011729262,0.044897586,0.11847216,0.032520473,0.04552179,-0.27495745,0.034552343,-0.21632554,0.24689946,0.32662088,0.022031896,0.035109315
FoF4_231005_fluorescent.nucleus,cell60,3,3,-0.093911976,-0.115393296,-0.041590422,0.021686014,0.09996039,-0.107070215,-0.010489386,-0.11474516,-0.08339435,0.022332605,-0.018274907,0.20048735,-0.22327358,-0.21235731,-0.2807733,-0.052815143,-0.09223424,-0.13356139,-0.043453,0.22827882,-0.047446042,0.02441444,-0.02888746,-0.022934686,0.0023682527,-0.013184728,0.00022168644,-0.059835397,-0.07506652,-0.018410824,-0.04104476,-0.16603759
FoF1_231005_fluorescent.nucleus,cell80,1,1,-0.08066228,-0.10510516,-0.074625805,-0.030462816,0.17714876,-0.08765434,-0.07679605,-0.10848491,-0.08605206,-0.24052314,-0.061721552,-0.097808994,0.10196982,-0.18716276,-0.06571379,-0.067590915,-0.08600611,0.1303593,-0.06389716,-0.07898986,-0.08890604,-0.22039224,-0.13895702,-0.07472738,-0.06004952,0.032842577,-0.06877952,-0.046956334,0.06398705,-0.29206687,-0.080888316,-0.12996301
FoF3_240918_fluorescent.nucleus,cell241,0,0,-0.17168407,-0.13056761,0.011319984,-0.043170027,-0.031819932,-0.15520751,-0.0908113,-0.037883017,-0.14828786,-0.5707225,-0.023287673,-0.47936028,0.3903132,0.14134113,0.29183415,-0.1024631,-0.031904668,0.14965841,-0.09914763,-0.52263755,-0.095361486,-0.36770156,0.012108041,-0.08396275,-0.07260399,-0.14018342,-0.049204074,-0.09409344,0.31619528,-0.25371668,-0.08913013,0.09669398
FoF1_231005_fluorescent.nucleus,cell59,1,1,-0.0843791,-0.118577205,-0.09261994,0.02099681,-0.11520617,-0.107733324,-0.08065499,-0.111805454,-0.098494,-0.06106864,-0.06781392,0.0048956648,0.03754025,-0.118133634,-0.098445624,-0.07980037,-0.10159746,-0.094648555,-0.07646735,-0.1032342,-0.10159981,-0.1914096,-0.07971729,-0.078068964,-0.07972081,-0.06584135,-0.08616194,-0.11002405,-0.14947012,-0.1398516,-0.092427865,-0.108613454
FoF2_231005_fluorescent.nucleus,cell29,1,3,0.3566388,-0.110153124,-0.0077625997,-0.81558645,4.304764,-0.35123464,0.36952174,0.2062166,-0.6767676,-1.9097829,0.7243395,-1.1469631,-0.100403264,0.42870784,0.4765743,1.6909579,0.47538558,2.8161712,1.4652541,1.5789076,1.0441737,0.9053327,-0.053452566,1.7120166,1.7440665,0.7279501,0.1491487,0.43166816,4.7786984,-0.19508603,1.5496533,0.73126435
FoF4_231005_fluorescent.nucleus,cell169,0,0,-0.07640014,-0.11385891,-0.075711995,0.004562594,-0.14205143,-0.10492277,-0.02542586,-0.10470398,-0.116226315,-0.12267496,-0.072524466,-0.139441,0.04424239,0.048828177,0.071059056,-0.023759734,-0.08953712,-0.11332705,-0.03303618,-0.25255728,-0.046140686,-0.14971331,-0.035016958,-0.022141695,-0.008458908,-0.0715729,-0.05200073,-0.103993066,0.06063626,-0.052414335,-0.03386299,0.012412529
FoF3_240918_fluorescent.nucleus,cell174,1,1,-0.058927085,-0.12699609,-0.038206562,0.061650656,-0.25962663,-0.1360271,-0.09009377,-0.12070222,-0.14258775,-0.15761003,-0.041098956,-0.10483725,0.17007834,-0.07832825,-0.018466696,-0.013373081,-0.106822655,-0.082890585,-0.021362603,-0.11802712,-0.077574946,-0.3133031,-0.04103172,0.008463948,-0.070889786,-0.08544046,-0.19129318,-0.16805574,-0.14437422,-0.15458822,-0.019979954,-0.03486178
FoF3_240918_fluorescent.nucleus,cell71,1,3,-0.12489114,-0.113344535,-0.084991045,-0.1226546,0.018879384,-0.10436312,-0.02175676,-0.029252827,-0.084343806,-0.036977436,-0.059131026,0.050266065,-0.2865086,-0.12632357,-0.3072993,-0.14777657,-0.04806831,-0.16496278,-0.14405143,0.12625875,-0.07938996,0.24262147,-0.05529257,-0.14901401,-0.11605747,-0.1436418,0.08186422,-0.05918721,0.1365724,0.10011088,-0.13872682,-0.18808413
FoF3_231005_fluorescent.nucleus,cell27,3,0,-0.061738513,-0.0659082,-0.010157249,-0.37211847,0.40947986,-0.04963581,0.009851637,-0.034730617,-0.02173834,-0.752811,-0.01908389,-0.4860687,-0.22289667,0.21090406,0.0057380646,-0.03366457,-0.027269075,-0.07547962,-0.014531847,-0.27165598,0.009000417,0.29505345,0.048699923,0.045309804,0.06589437,-0.17971386,0.027467404,-0.11346181,0.9978389,0.2036791,-0.0008799266,-0.0053613186
FoF3_240918_fluorescent.nucleus,cell180,0,2,-0.067377076,-0.078704596,-0.016618647,0.17092216,-0.19364722,-0.09045176,-0.08397606,-0.10705727,-0.09373155,0.032349188,-0.079293214,0.10453014,0.24285296,-0.16062142,-0.022717556,-0.056213804,-0.08011718,-0.040495045,-0.064025976,-0.050570913,-0.10639912,-0.3694584,-0.12096224,-0.078387514,-0.07871792,0.071961835,-0.10878226,-0.024217999,-0.39617875,-0.23870304,-0.08919991,-0.07777805
FoF1_231005_fluorescent.nucleus,cell155,1,1,-0.10265592,-0.10080344,-0.07048558,0.0042248853,0.020631174,-0.097875565,-0.08451787,-0.07773583,-0.08368924,-0.17753303,-0.065782055,-0.08590869,0.14400396,-0.12362972,-0.012865465,-0.09766951,-0.07035691,0.045657545,-0.09497221,-0.17281102,-0.11252231,-0.2535127,-0.10483333,-0.10588983,-0.09252255,0.0053259395,-0.06624457,-0.04797437,-0.04661019,-0.26639628,-0.10141587,-0.08380313
FoF3_231005_fluorescent.nucleus,cell58,1,1,-0.09188825,-0.06808424,0.07830201,0.17612442,0.24383703,-0.067243285,-0.012550281,-0.08402117,-0.05140845,-0.5407374,-0.07524459,-0.07453061,0.22821967,-0.23990141,-0.101234816,-0.0082876505,-0.051476337,0.078294665,0.007890793,0.041732673,-0.017818717,-0.36046427,-0.09153489,0.02192769,0.058115184,0.20787834,-0.02314441,-0.011802325,0.21870923,-0.25532752,-0.03432243,-0.15181485
FoF3_240918_fluorescent.nucleus,cell84,3,2,-0.068034254,-0.08229354,-0.04087557,-0.044629633,-0.10239046,-0.09385227,-0.08778174,-0.07959047,-0.099764846,0.020454014,-0.06202476,0.053276204,-0.09996791,-0.124510124,-0.1468761,-0.092738256,-0.0612875,-0.08582756,-0.10209325,0.06528547,-0.10542006,-0.044658415,-0.09250845,-0.102015555,-0.095280305,-0.0761507,-0.056655474,-0.056806237,-0.2570127,-0.08261725,-0.10799354,-0.12589556
FoF2_231005_fluorescent.nucleus,cell16,1,1,0.11881259,-0.06518789,-0.007778706,-0.14652584,0.3440851,0.04533612,0.026174538,-0.13197228,0.025245862,-0.5588343,-0.0753148,-0.12818432,-0.09394908,-0.32640326,-0.26127815,0.09858626,-0.11089992,0.22668388,0.10672361,0.22118658,-0.01380741,-0.1310056,-0.0513349,0.07662218,0.07221867,-0.020388383,0.04368025,-0.2354872,0.3789315,-0.31486315,0.048052374,-0.3399343
FoF3_240918_fluorescent.nucleus,cell60,1,1,-0.055515945,-0.062134977,0.0028150324,-0.18621153,0.16045627,-0.07274004,-0.058171377,-0.06863278,-0.07752111,-0.31642962,-0.040401295,-0.26561776,0.0016993731,0.010391736,0.044370882,-0.09697827,-0.05001793,0.11865044,-0.10420625,-0.17895359,-0.099502385,-0.04071545,-0.05637884,-0.10076211,-0.08166948,-0.07232343,-0.033028126,-0.056792475,0.17610393,-0.16130772,-0.10878064,-0.03308732
FoF1_231005_fluorescent.nucleus,cell145,1,0,-0.023461644,-0.1670416,-0.008162281,0.027683884,-0.06633515,-0.08966099,0.036147527,-0.14056212,-0.07932256,-1.0755786,-0.050226644,-0.6680802,0.45051867,0.0430625,0.21443865,0.21823895,-0.16133687,0.019627452,0.21922782,-0.6044484,0.07650687,-0.596194,0.09462126,0.27571532,0.18313839,-0.13287899,-0.21521613,-0.43578243,0.83968914,-0.2806654,0.19618718,0.0018130373
FoF3_240918_fluorescent.nucleus,cell136,1,1,-0.07466017,-0.101574615,-0.020468231,-0.07995233,-0.1141878,-0.111197434,-0.09353985,-0.080986306,-0.11823249,-0.1177602,-0.042914785,-0.08627485,-0.026427386,-0.08453892,-0.077435724,-0.07049385,-0.081943974,-0.05507242,-0.07884219,-0.036826115,-0.08594461,-0.112161085,-0.059570663,-0.056891713,-0.086572364,-0.11994264,-0.10884306,-0.11199778,-0.13168114,-0.11803937,-0.07472831,-0.08269098
FoF3_240918_fluorescent.nucleus,cell96,1,2,-0.07614125,-0.102551445,0.015792824,0.12530304,-0.22191493,-0.120541796,-0.09835824,-0.12616071,-0.14010245,-0.014884063,-0.053456254,0.049800307,0.06281665,-0.10138571,-0.05554722,-0.021008926,-0.08253075,-0.12572664,-0.021250732,-0.026474988,-0.047673143,-0.25902376,-0.098501496,0.0049688583,-0.0043436238,-0.014239518,-0.13532494,-0.07040641,-0.28939816,-0.112933725,-0.035369724,-0.03585933
FoF2_231005_fluorescent.nucleus,cell20,0,0,-0.1554985,-0.11787774,-0.029789064,0.00015034713,-0.44314334,-0.14894158,0.017037934,-0.069129065,-0.12345135,-0.2212296,0.0055566663,-0.18634069,-0.037927642,0.39387596,0.19162115,0.061773255,-0.04503146,-0.542755,0.04352048,-0.5410712,0.057702076,0.010141548,0.2184273,0.12455729,0.1231632,-0.3784525,-0.072437316,-0.27924737,0.40818796,0.38582653,0.08028297,0.24556254
FoF4_231005_fluorescent.nucleus,cell33,1,1,-0.0035445148,-0.0629656,-0.07452319,0.009226256,0.05021759,-0.054289304,-0.0424963,-0.09303881,-0.043045722,-0.003920229,-0.07905042,0.14486195,-0.046516143,-0.18482918,-0.19430554,-0.087699875,-0.08038904,-0.02658835,-0.082736835,0.11501859,-0.101358876,-0.07446478,-0.09174443,-0.1117028,-0.06870912,0.033943146,0.022081822,-0.014003789,-0.20690683,-0.13824329,-0.107056305,-0.19182703
FoF2_231005_fluorescent.nucleus,cell63,3,1,-0.033218175,-0.13043219,-0.067026,0.14182544,0.080497116,-0.09573761,0.05881377,-0.14080533,-0.08754797,-0.07176623,-0.03332322,0.13188642,-0.102514625,-0.30214357,-0.24954428,0.017930772,-0.08322714,-0.048704583,0.028356947,0.28254947,-0.043772914,-0.1374073,-0.04762099,0.044718165,0.058393117,0.10332054,-0.018446963,-0.11669366,-0.024090793,-0.11729888,0.0017952444,-0.18859145
FoF1_240918_fluorescent.nucleus,cell17,3,3,0.016893066,-0.048942,0.029723154,0.017750837,0.01651428,-0.05141151,0.11467885,-0.06578592,-0.03211564,-0.18399188,0.038152248,-0.07405055,-0.10814283,-0.03455898,-0.079636686,-0.025994249,-0.029624257,-0.14895318,-0.039538402,0.109042436,-0.082033195,0.0033089966,0.122365706,-0.019540438,-0.025201693,-0.09581195,0.024831232,-0.20546937,0.23744875,0.07134832,-0.0367613,-0.037401635
FoF1_231005_fluorescent.nucleus,cell172,1,1,-0.17139974,-0.16630644,-0.015525902,0.1114527,0.096889436,-0.13115932,-0.037156228,-0.0904605,-0.13142526,-0.37838432,-0.07476771,-0.16813397,0.26701057,-0.19635664,0.020654604,-0.050059207,-0.083759055,0.19467074,-0.02578555,-0.09450329,-0.04914653,-0.34420303,-0.1086638,-0.0015129768,-0.011315174,0.1078354,-0.066557065,-0.032079156,0.06998259,-0.328498,-0.050734438,-0.07382402
FoF2_231005_fluorescent.nucleus,cell100,3,0,-0.028904624,-0.12260749,-0.064251326,-0.096689284,-0.12501092,-0.10350029,-0.002484249,-0.12028556,-0.0852218,-0.22381555,-0.04275662,-0.139705,0.030186452,0.022531375,-0.018784337,-0.02802418,-0.10178261,-0.10496697,-0.034542676,-0.13451985,-0.085981786,-0.07405999,0.07091086,-0.03511893,-0.03332742,-0.19934566,-0.032365344,-0.20465676,0.095706105,-0.016927421,-0.04724998,-0.07473108
FoF1_240918_fluorescent.nucleus,cell61,3,3,0.017677004,-0.10008231,-0.049843386,-0.1031073,0.15738952,-0.08246699,-0.001895858,-0.08510521,-0.099575646,0.00043818913,-0.07129648,0.0680328,-0.33030775,-0.12900476,-0.23623303,-0.03286779,-0.08338158,-0.11607478,-0.038991783,0.21886104,-0.0384942,0.15062897,-0.10979782,-0.023780137,0.005266504,-0.0012843385,0.071509525,-0.035234958,0.14689623,0.050280433,-0.02812796,-0.15199143
FoF4_240918_fluorescent.nucleus,cell108,0,0,-0.04212354,-0.05798414,0.075107254,-0.29085845,0.22192451,-0.03598936,0.05587569,-0.06596262,-0.018990593,-0.7050562,0.05254868,-0.5244626,-0.019854166,0.21063483,0.20422237,0.017238706,-0.044555977,0.028435469,0.009342362,-0.41440418,-0.033973165,0.016810246,0.15354854,-0.00051791687,0.03122167,-0.3078509,0.04422132,-0.22579196,0.85044336,0.017906368,-0.0074892296,0.07740387
FoF4_231005_fluorescent.nucleus,cell71,1,2,-0.09474867,-0.09492124,-0.06162601,0.15074426,-0.13111325,-0.10148516,-0.05197144,-0.10840328,-0.10412358,0.008628345,-0.08742592,0.096343555,0.14627644,-0.21051636,-0.11144011,-0.045522142,-0.102438465,-0.057899814,-0.046888154,-0.027400676,-0.08439897,-0.31079942,-0.13716038,-0.059468426,-0.052194804,0.0872433,-0.071558416,-0.043492157,-0.24579377,-0.21591729,-0.070641235,-0.12745394
FoF4_231005_fluorescent.nucleus,cell110,1,1,-0.08975593,-0.11047797,-0.06572641,0.067825794,-0.13732123,-0.12086534,-0.029005568,-0.106268264,-0.107231975,-0.24714142,-0.09606846,-0.08951617,0.20763814,-0.040317647,0.017001834,-0.029479854,-0.08615326,-0.04194027,-0.027656654,-0.18417065,-0.085019395,-0.2784618,-0.019828796,-0.038025126,-0.018697662,-0.023938574,-0.03132956,-0.101880334,-0.026996601,-0.16099776,-0.04537976,-0.06288909
FoF1_231005_fluorescent.nucleus,cell189,0,3,-0.112160504,-0.18590765,-0.022371225,0.014418162,0.008632287,-0.10286269,0.080461144,-0.11297152,-0.076050855,-0.36722898,-0.00014604628,-0.07303898,-0.27228245,-0.06555142,-0.19655481,0.07079698,-0.09714891,-0.2874564,0.08335051,0.05025968,0.07055927,0.0592668,0.12117386,0.16020417,0.18623513,-0.18413691,0.004370872,-0.25831586,0.3249481,0.16785815,0.07941821,-0.1298669
FoF1_240918_fluorescent.nucleus,cell9,3,3,0.035259664,-0.097266816,-0.080350794,-0.17247614,0.31584865,-0.047380105,0.052786186,-0.093071416,-0.07612811,-0.07330752,-0.057442706,0.0378954,-0.43921807,-0.17604753,-0.29751942,-0.03501617,-0.079730034,-0.0047459668,-0.03196966,0.32670963,-0.04143577,0.2947089,-0.08766317,-0.035019804,0.0022356082,-0.01582147,0.13428526,-0.050426092,0.27303183,0.06433353,-0.04404645,-0.20660564
FoF4_240918_fluorescent.nucleus,cell64,3,3,-0.104610726,-0.08322613,-0.1638695,-0.37783217,0.43058404,-0.18803337,-0.06960924,-0.12647262,-0.230234,-0.35338092,0.064298585,-0.23220977,-0.37582558,0.17183167,-0.0395755,0.22590083,-0.01580107,-0.02656838,0.15718609,-0.0023455434,0.05635675,0.22863999,-0.00879972,0.2361594,0.24050742,-0.23997477,-0.1951875,-0.20704685,0.7415199,0.15254888,0.1924761,0.123271696
