x,y,z,fucci_ch00,fucci_ch02
790,885,0,0.0166933699549859,0.0298313878080415
791,885,0,0.012466620889601,0.031769283588922
792,885,0,0.0180056458381018,0.0271610589761196
793,885,0,0.0139925230792706,0.0222934309910735
794,885,0,0.0030060273136492,0.0286259250782025
795,885,0,0.0327916380560006,0.00967421988250553
796,885,0,0.0193484397650111,0.00807202258335241
797,885,0,0.00225833524071107,0.0200808728160525
798,885,0,0.00198367284657053,0.0217441062027924
799,885,0,0.0190890363927672,0.0182497901884489
800,885,0,0.0145571068894484,0.0322575722896162
788,886,0,0.0309758144502937,0.00828564888990616
789,886,0,0.0344243533989471,0.0192416266117342
790,886,0,0.0233463035019455,0.0487678339818418
791,886,0,0.0274509803921569,0.0168764782177462
792,886,0,0.00199893186846723,0.0265201800564584
793,886,0,0.00248722056916152,0.0288853284504463
794,886,0,0.0059510185397116,0.0337224383916991
795,886,0,0.0121461814297704,0.0136873426413367
796,886,0,0.0159304188601511,0.014877546349279
797,886,0,0.00152590218966964,0.0353551537346456
798,886,0,0.00874341954680705,0.0278171969176776
799,886,0,0.00794995040817884,0.00794995040817884
800,886,0,0.0170138094148165,0.0176394293125811
801,886,0,0.0284733348592355,0.0189364461738003
802,886,0,0.0238193331807431,0.0359349965667201
786,887,0,0.00947585259784848,0.00868238345922026
787,887,0,0.0017242694743267,0.0284885938811322
788,887,0,0.00457770656900893,0.0433661402304112
789,887,0,0.0325780117494469,0.0327000839246204
790,887,0,0.0206454566262303,0.0402532997634852
791,887,0,0.00437933928435187,0.0277561608300908
792,887,0,0.00189211871519036,0.0191195544365606
793,887,0,0.00260929274433509,0.0227664606698711
794,887,0,0.00231937132829786,0.0178530556191348
795,887,0,0.0021515220874342,0.0217441062027924
796,887,0,0.0021210040436408,0.0400701915007248
797,887,0,0.0191653315022507,0.0205844205386435
798,887,0,0.0261692225528344,0.032974746318761
799,887,0,0.0123445487144274,0.0103761348897536
800,887,0,0.0192263675898375,0.0227359426260777
801,887,0,0.00227359426260777,0.0594338902876326
802,887,0,0.00219729915312428,0.0236057068741894
803,887,0,0.00189211871519036,0.0123903257801175
804,887,0,0.00207522697795071,0.00946059357595178
785,888,0,0.0163576714732586,0.0155947203784237
786,888,0,0.00236514839398795,0.0267032883192187
787,888,0,0.0211032272831312,0.0365758754863813
788,888,0,0.00373846036469062,0.0476691844052796
789,888,0,0.0133821622034028,0.0276340886549172
790,888,0,0.00178530556191348,0.0608224612802319
791,888,0,0.00202944991226062,0.028549629968719
792,888,0,0.0171053635461967,0.0268253604943923
793,888,0,0.0208133058670939,0.0372167544060426
794,888,0,0.0362554360265507,0.0384374761577783
795,888,0,0.0219577325093461,0.0262455176623178
796,888,0,0.0103303578240635,0.0274509803921569
797,888,0,0.0669108110170138,0.0222018768596933
798,888,0,0.0364538033112078,0.0149080643930724
799,888,0,0.0286106660563058,0.00782787823300526
800,888,0,0.0406042572671092,0.0225986114290074
801,888,0,0.00173952849622339,0.0134126802471962
802,888,0,0.00151064316777295,0.011459525444419
803,888,0,0.00488288700694285,0.0443579766536965
804,888,0,0.00856031128404669,0.0150759136339361
805,888,0,0.0503242542153048,0.00880445563439384
783,889,0,0.021713588158999,0.0335698481727321
784,889,0,0.0927443350881209,0.0183108262760357
785,889,0,0.0171511406118868,0.0321660181582361
786,889,0,0.017242694743267,0.0233005264362554
787,889,0,0.0367742427710384,0.0195162890058747
788,889,0,0.00653086137178607,0.0333104448004883
789,889,0,0.00341802090486,0.0491035324635691
790,889,0,0.0102845807583734,0.0372167544060426
791,889,0,0.0230563820859083,0.0508583199816892
792,889,0,0.00357061112382696,0.0446784161135271
793,889,0,0.0301518272678721,0.0544136720836194
794,889,0,0.00283817807278553,0.0225528343633173
795,889,0,0.0300297550926986,0.0217441062027924
796,889,0,0.0150453955901427,0.0281834134431983
797,889,0,0.0449988555733577,0.0286259250782025
798,889,0,0.0419928282597086,0.0213015945677882
799,889,0,0.00653086137178607,0.0193484397650111
800,889,0,0.00419623102159152,0.029755092698558
801,889,0,0.0125581750209812,0.00968947890440223
802,889,0,0.0139162279697871,0.0154726482032502
803,889,0,0.0443732356755932,0.0142671854734112
804,889,0,0.0017242694743267,0.0195468070496681
805,889,0,0.0224307621881437,0.0319523918516823
782,890,0,0.00912489509422446,0.0171053635461967
783,890,0,0.0402227817196918,0.0148165102616922
784,890,0,0.00393682764934768,0.0204013122758831
785,890,0,0.00315861753261616,0.0203097581445029
786,890,0,0.018142977035172,0.0305180437933928
787,890,0,0.060166323338674,0.039505607690547
788,890,0,0.00872816052491035,0.0330815594720378
789,890,0,0.00656137941557946,0.026138704509041
790,890,0,0.0021515220874342,0.0405889982452125
791,890,0,0.019806210421912,0.0246890974288548
792,890,0,0.00617990386816205,0.0246585793850614
793,890,0,0.0203860532539864,0.0459449149309529
794,890,0,0.0144350347142748,0.0556801709010452
795,890,0,0.00198367284657053,0.0424048218509194
796,890,0,0.0212710765239948,0.0285343709468223
797,890,0,0.0202639810788128,0.0234378576333257
798,890,0,0.00999465934233616,0.0252384222171359
799,890,0,0.0106813153276875,0.0195315480277714
800,890,0,0.0291752498664836,0.0152132448310063
801,890,0,0.0409246967269398,0.0308842603189136
802,890,0,0.0729991607537957,0.0481269550621805
803,890,0,0.00181582360570687,0.0199740596627756
804,890,0,0.025787747005417,0.0155031662470436
805,890,0,0.0210574502174411,0.0187228198672465
806,890,0,0.00253299763485161,0.00975051499198901
781,891,0,0.0440527962157626,0.0196688792248417
782,891,0,0.0203250171663996,0.0155184252689403
783,891,0,0.00161745632104982,0.0177767605096513
784,891,0,0.00222781719691768,0.0177462424658579
785,891,0,0.0632791638056001,0.030609597924773
786,891,0,0.038605325398642,0.0407110704203861
787,891,0,0.0149538414587625,0.0355687800411994
788,891,0,0.0673228046082246,0.0539864194705119
789,891,0,0.00236514839398795,0.0299229419394217
790,891,0,0.00177004654001678,0.0150911726558328
791,891,0,0.00163271534294652,0.0157930876630808
792,891,0,0.041214618142977,0.0326085297932403
793,891,0,0.0271152819104295,0.0248264286259251
794,891,0,0.0307316700999466,0.0504615854123751
795,891,0,0.0017242694743267,0.0132295719844358
796,891,0,0.02563515678645,0.0254367895017929
797,891,0,0.0785687037460899,0.0115358205539025
798,891,0,0.00878919661249714,0.0341344319829099
799,891,0,0.00477607385366598,0.0244754711223011
800,891,0,0.0337376974135958,0.0179598687724117
801,891,0,0.0138094148165103,0.0379034103913939
802,891,0,0.00985732814526589,0.0462500953688869
803,891,0,0.00337224383916991,0.0188448920424201
804,891,0,0.0217898832684825,0.0347295338368811
805,891,0,0.0912947280079347,0.0457770656900893
806,891,0,0.0443427176317998,0.0187533379110399
807,891,0,0.0214084077210651,0.0127565423056382
781,892,0,0.00729381246662089,0.00755321583886473
782,892,0,0.0186007476920729,0.0186923018234531
783,892,0,0.0143129625391012,0.0334935530632486
784,892,0,0.0152132448310063,0.024124513618677
785,892,0,0.00157167925535973,0.0270695048447395
786,892,0,0.00888075074387732,0.0464332036316472
787,892,0,0.0780498970016022,0.0219272144655528
788,892,0,0.0340428778515297,0.0416113527122911
789,892,0,0.00314335851071946,0.0355230029755093
790,892,0,0.00825513084611276,0.0646219577325094
791,892,0,0.0233005264362554,0.049210345616846
792,892,0,0.00892652780956741,0.0571908140688182
793,892,0,0.0187533379110399,0.0341344319829099
794,892,0,0.00204470893415732,0.0265354390783551
795,892,0,0.0289463645380331,0.0698252841992828
796,892,0,0.00224307621881437,0.0311589227130541
797,892,0,0.00186160067139696,0.0325017166399634
