x,y,z,signal,cytoplasm.p
88,991,1,0.0989859063292276,1
89,991,1,0.0992538424799283,1
90,989,1,0.0919706354608965,1
90,990,1,0.0964571980812233,1
90,991,1,0.0995670438145353,1
90,992,1,0.0994095456292518,1
91,988,1,0.0971732768541489,1
91,989,1,0.0969618194553696,1
91,990,1,0.0995228491641231,1
91,991,1,0.102263685246024,1
91,992,1,0.102614225491293,1
91,993,1,0.0993684220042169,1
91,994,1,0.0981654559473521,1
92,984,1,0.162153816501649,1
92,985,1,0.16587168200579,1
92,986,1,0.132682126727463,1
92,987,1,0.110104456386552,1
92,988,1,0.103949137504685,1
92,989,1,0.103982259162188,1
92,990,1,0.105385231153485,1
92,991,1,0.107131984971526,1
92,992,1,0.107248543360759,1
92,993,1,0.10364605757766,1
92,994,1,0.101317993258797,1
92,995,1,0.100828791892355,1
92,996,1,0.0998234636200711,1
93,984,1,0.144260011348088,1
93,985,1,0.14634199353839,1
93,986,1,0.123670970514091,1
93,987,1,0.110657338275695,1
93,988,1,0.109835038790511,1
93,989,1,0.111706115068985,1
93,990,1,0.112282462187243,1
93,991,1,0.112645794767094,1
93,992,1,0.111832016295985,1
93,993,1,0.107039108080802,1
93,994,1,0.103699378796447,1
93,995,1,0.103054668923135,1
93,996,1,0.102161303315488,1
93,997,1,0.101318144647371,1
93,998,1,0.101348238533375,1
94,983,1,0.108868271350958,1
94,984,1,0.116616554885668,1
94,985,1,0.117438454272475,1
94,986,1,0.111368907831781,1
94,987,1,0.111618288068582,1
94,988,1,0.115107351368644,1
94,989,1,0.11581503888913,1
94,990,1,0.114492443417655,1
94,991,1,0.113540371483341,1
94,992,1,0.111637654992704,1
94,993,1,0.106103310418294,1
94,994,1,0.103059167326505,1
94,995,1,0.103852800303677,1
94,996,1,0.104124715811204,1
94,997,1,0.103255431800442,1
94,998,1,0.101148275852822,1
94,999,1,0.0998951461103041,1
95,983,1,0.101170638108034,1
95,984,1,0.104865157331225,1
95,985,1,0.107729321034352,1
95,986,1,0.111287017426209,1
95,987,1,0.118107256556142,1
95,988,1,0.121570616238873,1
95,989,1,0.117198254671397,1
95,990,1,0.112522434705459,1
95,991,1,0.110483360362682,1
95,992,1,0.107528395955001,1
95,993,1,0.101793526399615,1
95,994,1,0.100344964820323,1
95,995,1,0.102958072198855,1
95,996,1,0.104539087967749,1
95,997,1,0.103995581356782,1
95,998,1,0.102088799001562,1
95,999,1,0.100949016047794,1
95,1000,1,0.105279648435935,1
96,983,1,0.100381319705247,1
96,984,1,0.105859715387749,1
96,985,1,0.111277285303535,1
96,986,1,0.118348515877244,1
96,987,1,0.125641357697724,1
96,988,1,0.125395740548357,1
96,989,1,0.115062096998207,1
96,990,1,0.107002017879942,1
96,991,1,0.104233553383115,1
96,992,1,0.1005182074174,1
96,993,1,0.0947822889554595,1
96,994,1,0.0943210836619114,1
96,995,1,0.0984237356696656,1
96,996,1,0.101466537891219,1
96,997,1,0.101677238347124,1
96,998,1,0.100359606258213,1
96,999,1,0.101590557574502,1
96,1000,1,0.105901347245857,1
96,1001,1,0.11239738774256,1
96,1002,1,0.117402996905531,1
96,1003,1,0.115346631824802,1
97,983,1,0.102820827642204,1
97,984,1,0.109183365042752,1
97,985,1,0.115541771697897,1
97,986,1,0.123724432307983,1
97,987,1,0.127823072518501,1
97,988,1,0.122118296849119,1
97,989,1,0.107979014861773,1
97,990,1,0.0971108615073959,1
97,991,1,0.092278170537413,1
97,992,1,0.0875193409717953,1
97,993,1,0.0830958965737478,1
97,994,1,0.0840665406421661,1
97,995,1,0.0902978782155907,1
97,996,1,0.0961176983884556,1
97,997,1,0.0973049416604662,1
97,998,1,0.0959587620117102,1
97,999,1,0.0989506436047367,1
97,1000,1,0.105146988790411,1
97,1001,1,0.110231298385411,1
97,1002,1,0.114343174282766,1
97,1003,1,0.118426751330078,1
97,1004,1,0.12079345217596,1
97,1005,1,0.114975989339476,1
98,982,1,0.0986904174578882,1
98,983,1,0.106618561433094,1
98,984,1,0.114161507992841,1
98,985,1,0.121544209746016,1
98,986,1,0.128163296713735,1
98,987,1,0.125978024261447,1
98,988,1,0.113749417478391,1
98,989,1,0.0974466629935473,1
98,990,1,0.0850402881763706,1
98,991,1,0.078458367103799,1
98,992,1,0.0730199163781417,1
98,993,1,0.0699929991434867,1
98,994,1,0.0714311365380478,1
98,995,1,0.0769854265572067,1
98,996,1,0.0826219584197005,1
98,997,1,0.0838899783099101,1
98,998,1,0.0837373461859638,1
98,999,1,0.0891396420758851,1
98,1000,1,0.0973046605102556,1
98,1001,1,0.104487886189011,1
98,1002,1,0.113172129588274,1
98,1003,1,0.124966240347789,1
98,1004,1,0.131487854700187,1
98,1005,1,0.124606919565174,1
98,1006,1,0.11814498475171,1
99,982,1,0.101180575686632,1
