x,y,z,signal,cytoplasm.p
80,92,41,0.0719470525812314,1
80,93,41,0.0752269995986905,1
81,92,41,0.0724314149200102,1
81,93,41,0.0716877023254237,1
81,94,41,0.0747913735675721,1
81,102,41,0.0462453654550477,1
82,92,41,0.0721275564231707,1
82,93,41,0.0719988220671254,1
82,94,41,0.0787684974130288,1
82,95,41,0.0894746055181395,1
82,96,41,0.0860090182606629,1
82,100,41,0.0580368377279706,1
82,101,41,0.0500582056630227,1
82,102,41,0.0442549382088067,1
83,91,41,0.0708933989131338,1
83,92,41,0.0704171683035232,1
83,93,41,0.0727012650548368,1
83,94,41,0.0807532070371984,1
83,95,41,0.0900275360678954,1
83,96,41,0.0839132272696327,1
83,97,41,0.0755623306989126,1
83,98,41,0.0684190607904716,1
83,99,41,0.0637114762574703,1
83,100,41,0.0592635501641614,1
83,101,41,0.0516822698545467,1
83,102,41,0.0439083394732214,1
84,89,41,0.0692782666475311,1
84,90,41,0.0685498334855437,1
84,91,41,0.0666265605891248,1
84,92,41,0.0664306313327463,1
84,93,41,0.0739484690159924,1
84,94,41,0.0869167009021115,1
84,95,41,0.0954780275919952,1
84,96,41,0.083978859623603,1
84,97,41,0.0721093140998907,1
84,98,41,0.0625990946357664,1
84,99,41,0.0584563679095323,1
84,100,41,0.0564257875471565,1
84,101,41,0.0507662500280069,1
84,102,41,0.0429717524274293,1
85,88,41,0.0712536658743421,1
85,89,41,0.0709880059590003,1
85,90,41,0.0687478173011535,1
85,91,41,0.0637491720126298,1
85,92,41,0.0611043487276482,1
85,93,41,0.0675117187733165,1
85,94,41,0.0810400883867056,1
85,95,41,0.0899496628662944,1
85,96,41,0.0781487342141726,1
85,97,41,0.0664015376926841,1
85,98,41,0.0574813335724408,1
85,99,41,0.053104522262209,1
85,100,41,0.0506694370343342,1
85,101,41,0.0465125987302218,1
85,106,41,0.043580001984488,1
86,87,41,0.0705902162581468,1
86,88,41,0.073365498647581,1
86,89,41,0.0735692514492428,1
86,90,41,0.0705796460915752,1
86,91,41,0.0635997677093706,1
86,92,41,0.0582384602761137,1
86,93,41,0.057909487496039,1
86,94,41,0.061765154450517,1
86,95,41,0.066280902625398,1
86,96,41,0.060375672262594,1
86,97,41,0.0554911198922252,1
86,98,41,0.051093925191725,1
86,99,41,0.0488684969199346,1
86,100,41,0.0467630116533735,1
86,101,41,0.0435014448309323,1
86,106,41,0.0493815690206033,1
87,86,41,0.0691016880950706,1
87,87,41,0.0712582399719992,1
87,88,41,0.0767427452648465,1
