x,y,z,signal,cytoplasm.p
990,787,21,0.17292077740715,1
990,788,21,0.141349630875726,1
991,786,21,0.129344603390914,1
991,787,21,0.132442867898243,1
994,779,21,0.0870308478876147,1
994,780,21,0.0854640896784394,1
998,778,21,0.14512929535885,1
999,777,21,0.170760592204423,1
999,778,21,0.207891376015742,1
999,779,21,0.17580189663067,1
1000,776,21,0.155298725559072,1
1000,777,21,0.218182836220833,1
1000,778,21,0.264697624678656,2
1000,779,21,0.218813715666477,1
1000,780,21,0.141003253816268,1
1001,775,21,0.130907387649997,1
1001,776,21,0.17046549261799,1
1001,777,21,0.226003050955578,1
1001,778,21,0.269089666760874,2
1001,779,21,0.226228706439992,1
1001,780,21,0.143553124024355,1
1002,775,21,0.130830038901673,1
1002,776,21,0.156100403757655,1
1002,777,21,0.189775635211322,1
1002,778,21,0.221452396900704,1
1002,779,21,0.197177714702088,1
1002,780,21,0.128997728911853,1
1003,776,21,0.131888980356424,1
1003,777,21,0.144659298714486,1
1003,778,21,0.162305280770874,1
1003,779,21,0.149065398307234,1
983,786,22,0.30443366528955,1
984,786,22,0.273075122384687,1
984,787,22,0.261874638667912,1
985,785,22,0.165003079243614,1
985,786,22,0.198223658366334,1
985,787,22,0.193451976992051,1
986,785,22,0.137147624708934,1
986,786,22,0.150245223539072,1
986,787,22,0.149262171014244,1
986,788,22,0.130367773888101,1
986,789,22,0.112219614301705,1
987,785,22,0.124710469350431,1
987,786,22,0.143462669350829,1
987,787,22,0.1593994635827,1
987,788,22,0.148570682071276,1
988,785,22,0.13209456604119,1
988,786,22,0.164940912606663,1
988,787,22,0.188769506742285,1
988,788,22,0.170766117887408,1
989,785,22,0.157043522139108,1
989,786,22,0.200102066177223,1
989,787,22,0.212984714857889,1
989,788,22,0.175724764151739,1
989,789,22,0.127762311632603,1
989,790,22,0.0912042199868041,1
989,791,22,0.0760372420652274,1
989,792,22,0.0678261852838713,1
990,783,22,0.10556123118532,1
990,784,22,0.122132062395969,1
990,785,22,0.163231768036024,1
990,786,22,0.20608840296905,1
990,787,22,0.213067740677773,1
990,788,22,0.169411828136423,1
990,789,22,0.117598050270869,1
990,790,22,0.0821286317145915,1
990,791,22,0.068698518693072,1
990,792,22,0.0615633048195115,1
990,793,22,0.0617539733229109,1
990,794,22,0.0611594001015774,1
990,795,22,0.061928978515539,1
991,781,22,0.087973647271714,1
991,782,22,0.0915910610496488,1
991,783,22,0.0959979932795584,1
991,784,22,0.108489680965447,1
991,785,22,0.1337994825452,1
991,786,22,0.16183111012723,1
991,787,22,0.169103774013364,1
991,788,22,0.14036860046972,1
991,789,22,0.0992575082461357,1
991,790,22,0.0708984433967202,1
991,791,22,0.0609671636450805,1
991,792,22,0.0559391381595492,1
